GeneID,Base Mean,log2(FC),stdError,Wald stats,Pval,AdjP,% WT
RP23-244N6.2,0.611183494,-0.067439282,0.092611616,-0.728194644,0.466494444,NA,0.954330388
RP23-244N6.7,0.256955701,-0.024747009,0.062482041,-0.396065948,0.692056378,NA,0.982992961
RP23-245A10.1,0.89272205,-0.02285249,0.11174597,-0.204503933,0.837959719,NA,0.984284656
RP23-245A10.2,6.137098824,0.140940083,0.219663398,0.64161842,0.52112097,NA,1.102623368
RP23-245A10.3,2.264848669,0.220165756,0.175351748,1.255566357,0.209273236,NA,1.164867414
RP23-245A10.4,0.858999565,-0.018078737,0.111801964,-0.161703215,0.871539573,NA,0.987546963
RP23-245A5.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-245C15.1,3.071244256,-0.02700237,0.119184441,-0.22655952,0.820766272,NA,0.981457452
RP23-245C15.2,0.628224062,-0.03440428,0.0916438,-0.375413064,0.70735329,NA,0.976434869
RP23-245C15.3,0,NA,NA,NA,NA,NA,#VALUE!
RP23-245C15.4,0,NA,NA,NA,NA,NA,#VALUE!
RP23-245F10.1,0.749858152,0.055533942,0.109569445,0.506837852,0.612268595,NA,1.039243657
RP23-245G19.1,1.436063025,0.101855841,0.109069354,0.93386306,0.350374536,NA,1.073153048
RP23-245G9.1,2.50011919,0.170957842,0.163774028,1.043864183,0.296548231,NA,1.125805688
RP23-245H23.1,0.119079174,0.013515271,0.062482041,0.216306488,0.828748852,NA,1.00941209
RP23-245K17.2,0.12783109,0.013515271,0.062482041,0.216306488,0.828748852,NA,1.00941209
RP23-245K23.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-245K23.3,0,NA,NA,NA,NA,NA,#VALUE!
RP23-245M12.1,1.734364319,0.119653445,0.161124112,0.742616629,0.457713818,NA,1.086473845
RP23-245M18.1,0.139761217,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
RP23-245M18.11,0,NA,NA,NA,NA,NA,#VALUE!
RP23-245M18.2,0.892779938,0.034949602,0.082511954,0.423570161,0.67187932,NA,1.024521032
RP23-245M18.3,0.128009992,0.013515271,0.062482041,0.216306488,0.828748852,NA,1.00941209
RP23-245M18.5,1.714791161,-0.152926134,0.159295001,-0.960018413,0.337045948,NA,0.899424361
RP23-245M18.7,0,NA,NA,NA,NA,NA,#VALUE!
RP23-245M18.8,0.110931234,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
RP23-245M18.9,0,NA,NA,NA,NA,NA,#VALUE!
RP23-245M20.1,0.358488258,-0.014506316,0.068588409,-0.211498072,0.832498636,NA,0.98999537
RP23-245M20.2,0.482869822,0.00270582,0.07198755,0.03758733,0.97001671,NA,1.001877291
RP23-245M20.4,0.221862468,-0.024747009,0.062482041,-0.396065948,0.692056378,NA,0.982992961
RP23-245M20.5,0,NA,NA,NA,NA,NA,#VALUE!
RP23-245N10.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-245N10.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-245O13.1,0.110931234,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
RP23-245O13.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-245O13.3,0,NA,NA,NA,NA,NA,#VALUE!
RP23-245P16.2,0.115465469,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
RP23-246A19.5,1.981625731,0.001497234,0.160855229,0.009307961,0.992573429,NA,1.001038342
RP23-246B24.3,0.132997362,0.013515271,0.062482041,0.216306488,0.828748852,NA,1.00941209
RP23-246C16.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-246D7.1,0.132997362,0.013515271,0.062482041,0.216306488,0.828748852,NA,1.00941209
RP23-246D7.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-246E11.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-246E2.1,0.627600769,0.074175093,0.092799982,0.799300723,0.42411606,NA,1.052758915
RP23-246F14.1,0.110931234,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
RP23-246F14.2,0.234544642,0.000761178,0.062482041,0.012182343,0.990280137,NA,1.000527747
RP23-246F18.5,0.110931234,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
RP23-246F18.7,0,NA,NA,NA,NA,NA,#VALUE!
RP23-246F18.8,5.933954554,-0.051545043,0.222316796,-0.231854022,0.816651397,NA,0.964902421
RP23-246G4.2,13.82579161,0.053788087,0.23304616,0.230804435,0.817466736,NA,1.037986793
RP23-246H16.1,0.834941071,0.060102506,0.098030002,0.613103176,0.539808121,NA,1.042539832
RP23-246H16.2,1.942434915,-0.067412196,0.155211187,-0.434325625,0.664051998,NA,0.954348306
RP23-246H17.6,0.98482787,0.005759794,0.126987268,0.045357254,0.963822552,NA,1.004000365
RP23-246J13.1,0.989403355,0.006420267,0.113017878,0.056807537,0.95469851,NA,1.004460107
RP23-246J18.4,0.533765933,0.035589305,0.07383942,0.481982458,0.629818408,NA,1.024975414
RP23-246J18.5,8.17265186,0.230595271,0.220076782,1.047794632,0.294733236,NA,1.173318973
RP23-246K11.3,2.267649521,0.106651657,0.170329082,0.626150603,0.531216164,NA,1.076726366
RP23-246L11.1,5.490630364,0.224029376,0.219567429,1.020321533,0.307575994,NA,1.167991177
RP23-246L14.2,2.067142834,0.07317682,0.150258227,0.48700708,0.626253314,NA,1.052030711
RP23-246L14.3,0.751772116,0.000748504,0.092753391,0.008069824,0.993561282,NA,1.000518958
RP23-246L14.4,0,NA,NA,NA,NA,NA,#VALUE!
RP23-246L14.5,0.132997362,0.013515271,0.062482041,0.216306488,0.828748852,NA,1.00941209
RP23-246L24.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-246L24.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-246O1.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-246O1.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-246P12.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-246P12.3,0.531989449,0.051379046,0.062754056,0.818736651,0.412936681,NA,1.036254988
RP23-247A1.1,0.256487842,0.000761178,0.062482041,0.012182343,0.990280137,NA,1.000527747
RP23-247A1.2,0.110931234,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
RP23-247A1.6,1.707962739,-0.163366128,0.149741819,-1.090985337,0.275279335,NA,0.892939213
RP23-247A1.7,0.456407111,-0.030749477,0.072003627,-0.427054557,0.669339591,NA,0.978911623
RP23-247B13.2,0.128009992,0.013515271,0.062482041,0.216306488,0.828748852,NA,1.00941209
RP23-247B13.3,0,NA,NA,NA,NA,NA,#VALUE!
RP23-247F18.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-247F18.2,0.12847785,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
RP23-247F18.3,4.081422602,0.001668723,0.197545867,0.008447267,0.993260136,NA,1.00115734
RP23-247F18.4,1.622954807,0.041196124,0.163637685,0.251752058,0.801232716,NA,1.028966579
RP23-247F18.5,1.150583557,-0.057318548,0.115901462,-0.494545514,0.620920971,NA,0.961048705
RP23-247F18.6,1.477622116,0.004568596,0.141751589,0.032229596,0.974288954,NA,1.003171729
RP23-247G20.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-247G3.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-247G3.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-247H18.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-247H23.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-247I1.6,0,NA,NA,NA,NA,NA,#VALUE!
RP23-247I1.9,4.705050684,0.013064566,0.180293125,0.072462917,0.942233516,NA,1.009096794
RP23-247I11.7,0,NA,NA,NA,NA,NA,#VALUE!
RP23-247I11.8,0.12847785,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
RP23-247I15.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-247I20.1,1.043968696,0.093792253,0.137021079,0.68450967,0.493653385,NA,1.067171655
RP23-247I20.2,0.388224048,-0.015034344,0.069797778,-0.215398607,0.829456556,NA,0.989633097
RP23-247I20.3,2.025861895,-0.004062415,0.148143989,-0.02742207,0.978123096,NA,0.997188109
RP23-247J17.1,0.12783109,0.013515271,0.062482041,0.216306488,0.828748852,NA,1.00941209
RP23-247J17.2,0.12847785,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
RP23-247J17.3,0.24347546,0.000761178,0.062482041,0.012182343,0.990280137,NA,1.000527747
RP23-247K19.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-247K19.2,0.391837752,0.017137193,0.070187976,0.244161377,0.807105839,NA,1.011949428
RP23-247O14.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-247P23.1,2.550826444,0.090301714,0.168019148,0.537448942,0.590957544,NA,1.0645928
RP23-247P23.2,0.128009992,0.013515271,0.062482041,0.216306488,0.828748852,NA,1.00941209
RP23-247P3.2,6.90080091,0.12461396,0.219293769,0.568251258,0.569864371,NA,1.090215971
RP23-247P3.4,0.383057776,-0.014931878,0.069564893,-0.214646753,0.830042739,NA,0.989703387
RP23-247P3.6,0.238158347,0.026269364,0.062482041,0.420430633,0.674170894,NA,1.018375322
RP23-248D22.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-248E1.2,0.890238069,-0.092078081,0.125224371,-0.735304802,0.462153884,NA,0.93817042
RP23-248E1.5,13.28504803,0.394432736,0.23146848,1.704045134,0.088372656,NA,1.31442583
RP23-248E15.1,0.255226685,-0.024747009,0.062482041,-0.396065948,0.692056378,NA,0.982992961
RP23-248F16.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-248F16.2,0.226396703,-0.024747009,0.062482041,-0.396065948,0.692056378,NA,0.982992961
RP23-248F16.3,0,NA,NA,NA,NA,NA,#VALUE!
RP23-248F18.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-248F18.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-248G11.1,0.358940929,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
RP23-248H18.1,0.132997362,0.013515271,0.062482041,0.216306488,0.828748852,NA,1.00941209
RP23-248J10.2,0.874868835,0.139200651,0.115839812,1.201665027,0.229493336,NA,1.101294756
RP23-248J10.3,1.847240519,-0.123620351,0.162301331,-0.761671825,0.446255895,NA,0.917881394
RP23-248K2.11,0,NA,NA,NA,NA,NA,#VALUE!
RP23-248K2.12,0,NA,NA,NA,NA,NA,#VALUE!
RP23-248K2.4,0,NA,NA,NA,NA,NA,#VALUE!
RP23-248K2.5,0,NA,NA,NA,NA,NA,#VALUE!
RP23-248K2.6,0,NA,NA,NA,NA,NA,#VALUE!
RP23-248K2.9,0.490853583,0.000729976,0.087155977,0.008375518,0.993317382,NA,1.000506109
RP23-248L2.2,0.884106252,-0.01949055,0.11173718,-0.17443209,0.861525897,NA,0.986581028
RP23-248L2.3,0,NA,NA,NA,NA,NA,#VALUE!
RP23-248L4.5,0,NA,NA,NA,NA,NA,#VALUE!
RP23-248L4.6,0,NA,NA,NA,NA,NA,#VALUE!
RP23-248L5.1,0.390453668,-0.037501102,0.062482041,-0.600190093,0.548379556,NA,0.974341147
RP23-248L5.2,5.904692587,0.435920697,0.226179888,1.927318559,0.053939942,NA,1.352773869
RP23-248L5.3,0.272758579,0.000761178,0.062482041,0.012182343,0.990280137,NA,1.000527747
RP23-248L9.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-248L9.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-248L9.3,0.119079174,0.013515271,0.062482041,0.216306488,0.828748852,NA,1.00941209
RP23-248M12.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-248N10.1,0.139761217,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
RP23-248O8.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-248P8.1,13.52174951,0.13394946,0.222035314,0.603279979,0.546322449,NA,1.097293497
RP23-248P8.2,4.172893932,0.063215307,0.201368234,0.313928892,0.753575047,NA,1.044791675
RP23-249A17.1,3.215053539,-0.124724321,0.113396322,-1.099897412,0.271376823,NA,0.917179287
RP23-249A17.2,0.650650083,-0.016080216,0.076533073,-0.210108062,0.833583334,NA,0.98891593
RP23-249B22.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-249B22.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-249G11.3,0,NA,NA,NA,NA,NA,#VALUE!
RP23-249G11.4,0,NA,NA,NA,NA,NA,#VALUE!
RP23-249J17.1,0.886217242,0.05955664,0.095973822,0.620550886,0.534895163,NA,1.042145446
RP23-249J23.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-249J23.3,0,NA,NA,NA,NA,NA,#VALUE!
RP23-249K18.3,8.935576821,0.215207273,0.222892246,0.965521574,0.334283635,NA,1.160870685
RP23-249L15.1,0.767087751,0.040606891,0.094448745,0.429935739,0.667242387,NA,1.028546409
RP23-249L15.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-249L6.2,1.71207051,0.00488341,0.084866443,0.0575423,0.954113212,NA,1.003390657
RP23-249P18.1,15.75089384,-0.169881597,0.237028351,-0.71671425,0.473550431,NA,0.888915632
RP23-249P4.1,8.606992329,0.255416924,0.22517351,1.134311599,0.256663865,NA,1.193680655
RP23-24A13.16,0,NA,NA,NA,NA,NA,#VALUE!
RP23-24A13.2,8.179353421,-0.285476511,0.181675071,-1.571357639,0.1160996,NA,0.820470569
RP23-24A13.22,0,NA,NA,NA,NA,NA,#VALUE!
RP23-24A13.23,0,NA,NA,NA,NA,NA,#VALUE!
RP23-24A13.4,0,NA,NA,NA,NA,NA,#VALUE!
RP23-24A13.6,0.132997362,0.013515271,0.062482041,0.216306488,0.828748852,NA,1.00941209
RP23-24A13.8,0,NA,NA,NA,NA,NA,#VALUE!
RP23-24A9.4,0,NA,NA,NA,NA,NA,#VALUE!
RP23-24A9.7,0,NA,NA,NA,NA,NA,#VALUE!
RP23-24C14.1,1.593701981,0.074697434,0.142317221,0.524865745,0.599676524,NA,1.053140146
RP23-24C14.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-24C24.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-24C24.3,0.994254607,0.00272089,0.115302657,0.023597808,0.98117342,NA,1.001887757
RP23-24C24.5,0,NA,NA,NA,NA,NA,#VALUE!
RP23-24D13.1,0.115465469,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
RP23-24D13.2,0.115465469,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
RP23-24D16.1,0.519668843,0.05074352,0.088317605,0.574557243,0.565590776,NA,1.035798605
RP23-24E11.1,0.372421169,-0.037501102,0.062482041,-0.600190093,0.548379556,NA,0.974341147
RP23-24E16.1,0.128009992,0.013515271,0.062482041,0.216306488,0.828748852,NA,1.00941209
RP23-24F12.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-24F19.10,0,NA,NA,NA,NA,NA,#VALUE!
RP23-24I10.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-24I14.5,0,NA,NA,NA,NA,NA,#VALUE!
RP23-24I14.7,0,NA,NA,NA,NA,NA,#VALUE!
RP23-24K16.1,2.990083254,-0.035050623,0.191637893,-0.182900274,0.854876268,NA,0.975997513
RP23-24K16.2,5.688416845,0.313815328,0.209552602,1.497549188,0.134250417,NA,1.24299055
RP23-24K16.3,8.309107004,0.268557876,0.221623932,1.211772905,0.225599323,NA,1.2046031
RP23-24K4.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-24L23.3,0.499155282,-0.047411623,0.08766622,-0.540819749,0.588631829,NA,0.967670896
RP23-24M17.2,0.139761217,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
RP23-24M22.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-24M22.3,7.788866032,0.005884666,0.177885964,0.033081114,0.973609903,NA,1.00408727
RP23-24M22.5,1.187646746,-0.087818184,0.089969864,-0.976084428,0.329022627,NA,0.940944683
RP23-24M22.8,0.983029129,0.068665695,0.100869632,0.680737046,0.496037891,NA,1.048746281
RP23-24N16.1,0.502768987,0.001447159,0.087657165,0.016509304,0.98682808,NA,1.001003597
RP23-24N16.5,0,NA,NA,NA,NA,NA,#VALUE!
RP23-24O15.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-24O21.1,0.139761217,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
RP23-24O5.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-24P3.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-24P3.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-24P3.3,15.33119027,0.061054344,0.236920776,0.257699409,0.796638903,NA,1.043227889
RP23-250A14.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-250B18.1,0.132997362,0.013515271,0.062482041,0.216306488,0.828748852,NA,1.00941209
RP23-250B18.2,3.079999251,0.251000287,0.190392733,1.318329135,0.187393492,NA,1.190031933
RP23-250B18.3,0.128009992,0.013515271,0.062482041,0.216306488,0.828748852,NA,1.00941209
RP23-250D22.2,0.261475213,0.000761178,0.062482041,0.012182343,0.990280137,NA,1.000527747
RP23-250D22.3,0.132997362,0.013515271,0.062482041,0.216306488,0.828748852,NA,1.00941209
RP23-250E1.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-250E1.9,0.609464898,0.071777241,0.092660496,0.774626128,0.438560613,NA,1.051010616
RP23-250E15.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-250E15.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-250E15.3,0,NA,NA,NA,NA,NA,#VALUE!
RP23-250F8.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-250F8.4,0,NA,NA,NA,NA,NA,#VALUE!
RP23-250F8.7,0,NA,NA,NA,NA,NA,#VALUE!
RP23-250G8.12,0.370692154,-0.037501102,0.062482041,-0.600190093,0.548379556,NA,0.974341147
RP23-250G8.13,16.60400838,0.003492357,0.236958004,0.014738294,0.988240968,NA,1.00242365
RP23-250G8.14,2.561582061,0.083825343,0.173878666,0.48209102,0.629741289,NA,1.05982447
RP23-250G8.9,5.43497145,-0.053173093,0.218418825,-0.243445559,0.807660254,NA,0.963814163
RP23-250H23.1,2.145482389,0.097323138,0.181270198,0.536895412,0.59133986,NA,1.069786674
RP23-250K1.8,0,NA,NA,NA,NA,NA,#VALUE!
RP23-250K15.10,0.256308941,0.000761178,0.062482041,0.012182343,0.990280137,NA,1.000527747
RP23-250K15.12,0,NA,NA,NA,NA,NA,#VALUE!
RP23-250K15.13,0.128009992,0.013515271,0.062482041,0.216306488,0.828748852,NA,1.00941209
RP23-250K15.2,0.119079174,0.013515271,0.062482041,0.216306488,0.828748852,NA,1.00941209
RP23-250K15.3,0.139761217,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
RP23-250K15.4,0,NA,NA,NA,NA,NA,#VALUE!
RP23-250K15.5,0.132997362,0.013515271,0.062482041,0.216306488,0.828748852,NA,1.00941209
RP23-250K15.6,0.128009992,0.013515271,0.062482041,0.216306488,0.828748852,NA,1.00941209
RP23-250K15.7,0,NA,NA,NA,NA,NA,#VALUE!
RP23-250K15.8,0,NA,NA,NA,NA,NA,#VALUE!
RP23-250K15.9,0,NA,NA,NA,NA,NA,#VALUE!
RP23-250M11.10,0,NA,NA,NA,NA,NA,#VALUE!
RP23-250M11.3,0,NA,NA,NA,NA,NA,#VALUE!
RP23-250M11.8,0,NA,NA,NA,NA,NA,#VALUE!
RP23-250O14.1,5.490073479,0.043661391,0.183966123,0.237333864,0.812397793,NA,1.030726373
RP23-250O18.1,16.65014889,-0.035428183,0.236916326,-0.149538798,0.881128497,NA,0.975742124
RP23-250O18.3,0.506397414,-0.001427439,0.07243849,-0.019705536,0.984278274,NA,0.999011064
RP23-251A14.1,0.110931234,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
RP23-251A14.2,0.119079174,0.013515271,0.062482041,0.216306488,0.828748852,NA,1.00941209
RP23-251A14.3,0.726648963,-0.08535061,0.098236615,-0.868826856,0.384941842,NA,0.942555444
RP23-251A14.4,0,NA,NA,NA,NA,NA,#VALUE!
RP23-251B16.1,0.36615792,-0.046026154,0.069078867,-0.666284144,0.505229498,NA,0.96860063
RP23-251B16.2,0.993773411,-0.052556299,0.127853893,-0.411065297,0.681024655,NA,0.96422631
RP23-251C4.1,0.246910264,0.026269364,0.062482041,0.420430633,0.674170894,NA,1.018375322
RP23-251E2.4,1.274858831,0.001676612,0.144498748,0.01160295,0.990742393,NA,1.001162814
RP23-251I16.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-251I16.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-251I6.1,0.128009992,0.013515271,0.062482041,0.216306488,0.828748852,NA,1.00941209
RP23-251J15.1,0.119079174,0.013515271,0.062482041,0.216306488,0.828748852,NA,1.00941209
RP23-251L22.1,1.02321779,0.045395915,0.113944286,0.398404492,0.690332048,NA,1.03196634
RP23-251L22.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-251L22.3,0.247557024,0.000761178,0.062482041,0.012182343,0.990280137,NA,1.000527747
RP23-251M14.3,1.412592939,0.107344376,0.128481707,0.835483735,0.403445401,NA,1.077243487
RP23-251M14.4,13.19901459,-0.174465267,0.237046793,-0.735995051,0.46173371,NA,0.886095889
RP23-251M14.5,0.650024699,0.053808421,0.063579349,0.846319164,0.39737472,NA,1.038001423
RP23-251N10.1,1.223678532,-0.198263771,0.131627249,-1.506251721,0.132002567,NA,0.871598869
RP23-251N10.2,0.490101536,-0.068359582,0.073741668,-0.927014322,0.353919098,NA,0.953721812
RP23-251N15.2,9.848669045,0.080971831,0.233738467,0.346420648,0.72902661,NA,1.057730311
RP23-252B13.1,0.12783109,0.013515271,0.062482041,0.216306488,0.828748852,NA,1.00941209
RP23-252B13.6,0.248462831,0.000761178,0.062482041,0.012182343,0.990280137,NA,1.000527747
RP23-252E4.6,0.750326011,-0.000156529,0.107779767,-0.001452301,0.998841232,NA,0.999891509
RP23-252F12.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-252F4.4,0.247089165,0.026269364,0.062482041,0.420430633,0.674170894,NA,1.018375322
RP23-252F4.5,0.247089165,0.026269364,0.062482041,0.420430633,0.674170894,NA,1.018375322
RP23-252G18.4,0,NA,NA,NA,NA,NA,#VALUE!
RP23-252G18.5,1.504462397,0.013348291,0.08372522,0.159429756,0.873330297,NA,1.009295266
RP23-252I12.5,1.74782749,0.064421778,0.116688272,0.552084432,0.580890507,NA,1.04566576
RP23-252I12.9,0,NA,NA,NA,NA,NA,#VALUE!
RP23-252I24.2,4.864904662,0.029694488,0.109100317,0.272176002,0.785486693,NA,1.020795934
RP23-252I24.3,0.12847785,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
RP23-252J6.1,0.139761217,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
RP23-252K18.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-252K4.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-252K7.2,15.83427047,0.078776291,0.165200607,0.476852311,0.633467293,NA,1.056121847
RP23-252K7.5,1.532404702,-0.040750891,0.124265517,-0.327934027,0.742961545,NA,0.972148833
RP23-252K7.6,3.950923258,-0.040730623,0.110835133,-0.367488375,0.713254761,NA,0.972162491
RP23-252K7.7,0.470325299,-0.031122944,0.072528275,-0.429114636,0.667839801,NA,0.978658247
RP23-252K7.9,2.528436722,0.132166067,0.166594162,0.793341527,0.427578868,NA,1.095937911
RP23-252L9.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-252L9.2,0.256308941,0.000761178,0.062482041,0.012182343,0.990280137,NA,1.000527747
RP23-252M19.6,0.508385476,0.050306731,0.087958432,0.571937555,0.56736428,NA,1.035485054
RP23-252O5.2,0.977351833,0.002863439,0.127008038,0.022545338,0.982012947,NA,1.001986756
RP23-252O5.3,0.243296559,0.000761178,0.062482041,0.012182343,0.990280137,NA,1.000527747
RP23-253C24.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-253C24.8,0.388224048,-0.015034344,0.069797778,-0.215398607,0.829456556,NA,0.989633097
RP23-253D15.1,3.675312089,0.176000041,0.20084924,0.876279352,0.380878187,NA,1.129747247
RP23-253D15.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-253E9.1,1.476039256,0.007693095,0.161536719,0.047624438,0.962015556,NA,1.00534669
RP23-253E9.2,2.002008398,-0.147444575,0.16361206,-0.901184025,0.367490483,NA,0.902848249
RP23-253F13.1,4.798228819,-0.029570178,0.204175855,-0.144827008,0.884847458,NA,0.97971214
RP23-253F13.3,0.384029975,0.039023457,0.062482041,0.624554779,0.532263307,NA,1.027418144
RP23-253G12.10,0,NA,NA,NA,NA,NA,#VALUE!
RP23-253G12.3,0.57095205,-0.008787922,0.063163696,-0.139129311,0.889347966,NA,0.993927191
RP23-253G12.8,4.65108398,0.114522485,0.20635014,0.554991071,0.578900768,NA,1.082616653
RP23-253G12.9,15.41204811,0.048209074,0.236753097,0.203625948,0.838645814,NA,1.033980569
RP23-253I14.3,0.585790768,-0.043559664,0.076886201,-0.56654723,0.571021836,NA,0.970258005
RP23-254B9.1,0.461861875,-0.048536239,0.062582218,-0.775559586,0.43800907,NA,0.966916867
RP23-254B9.2,0.913461981,0.008141553,0.080820392,0.100736366,0.919759742,NA,1.005659248
RP23-254B9.3,0,NA,NA,NA,NA,NA,#VALUE!
RP23-254B9.4,0.110931234,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
RP23-254C8.1,0.511246669,0.001123253,0.072922669,0.015403346,0.987710394,NA,1.000778883
RP23-254F23.1,12.45357097,-0.051090657,0.23493473,-0.217467453,0.827844069,NA,0.96520637
RP23-254F23.2,1.494213141,0.128519527,0.115358687,1.114086248,0.265242188,NA,1.093171328
RP23-254H18.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-254H20.2,1.376033585,0.026762679,0.137056086,0.195268086,0.84518308,NA,1.018723605
RP23-254J17.1,1.793768404,0.189211802,0.150957958,1.253407271,0.210057527,NA,1.140140644
RP23-254J18.4,0.128009992,0.013515271,0.062482041,0.216306488,0.828748852,NA,1.00941209
RP23-254K13.2,0.256308941,0.000761178,0.062482041,0.012182343,0.990280137,NA,1.000527747
RP23-254K17.1,0.65128212,-0.021789272,0.09161851,-0.237826085,0.812015986,NA,0.985010309
RP23-254N11.1,0.503219205,0.034149067,0.073167429,0.466724982,0.640696654,NA,1.023952695
RP23-254N11.2,0.139761217,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
RP23-254N4.8,0.367240175,-0.01468803,0.069007211,-0.212847751,0.831445717,NA,0.989870684
RP23-254N4.9,0,NA,NA,NA,NA,NA,#VALUE!
RP23-254P19.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-254P19.3,0.717235563,0.006828572,0.107762224,0.063367025,0.949474244,NA,1.004744424
RP23-254P23.2,6.96594672,0.04654127,0.200051956,0.232645912,0.816036373,NA,1.032785943
RP23-255A6.1,0.495896927,-0.033137739,0.072800719,-0.455184228,0.648976706,NA,0.977292456
RP23-255D19.2,0.613503679,0.048735899,0.076052348,0.640820436,0.521639354,NA,1.034358213
RP23-255E18.1,1.630818557,-0.073260445,0.154237633,-0.474984238,0.634798208,NA,0.950487498
RP23-255E18.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-255E18.3,0.139761217,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
RP23-255E18.4,0,NA,NA,NA,NA,NA,#VALUE!
