GeneID,Base Mean,log2(FC),stdError,Wald stats,Pval,AdjP,% WT
RP23-255E6.1,0.12783109,0.013515271,0.062482041,0.216306488,0.828748852,NA,1.00941209
RP23-255E6.2,0.247557024,0.000761178,0.062482041,0.012182343,0.990280137,NA,1.000527747
RP23-255E6.3,8.301479844,0.15686069,0.219516219,0.71457449,0.474872013,NA,1.11485856
RP23-255F14.4,2.47134514,0.041693189,0.153113887,0.272301814,0.785389962,NA,1.02932116
RP23-255F14.7,0,NA,NA,NA,NA,NA,#VALUE!
RP23-255F14.8,0.376034874,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
RP23-255F14.9,0,NA,NA,NA,NA,NA,#VALUE!
RP23-255H12.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-255H22.1,0.371306551,0.016575888,0.069054873,0.240039372,0.810299734,NA,1.011555788
RP23-255H8.3,0,NA,NA,NA,NA,NA,#VALUE!
RP23-255J22.3,0.919572392,0.021944909,0.064878263,0.33824748,0.735176699,NA,1.015327329
RP23-255J22.5,0.132997362,0.013515271,0.062482041,0.216306488,0.828748852,NA,1.00941209
RP23-255J24.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-255J24.2,0.631520607,-0.019761744,0.091450528,-0.216092186,0.828915891,NA,0.986395591
RP23-255K14.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-255L13.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-255L13.3,0.3639283,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
RP23-255L15.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-255M18.1,0.25884039,0.000761178,0.062482041,0.012182343,0.990280137,NA,1.000527747
RP23-255M6.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-255N15.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-255N16.4,0.354227793,-0.014421472,0.068391906,-0.210865187,0.83299247,NA,0.990053593
RP23-255N20.2,9.267034288,0.111119776,0.231437737,0.480128164,0.631136263,NA,1.080066226
RP23-255N3.3,7.622264628,-0.187506337,0.224383243,-0.835652136,0.403350629,NA,0.878122223
RP23-255N3.6,0,NA,NA,NA,NA,NA,#VALUE!
RP23-255N3.8,0.110931234,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
RP23-255P20.3,0,NA,NA,NA,NA,NA,#VALUE!
RP23-255P20.8,7.197058884,0.132850696,0.225966734,0.587921476,0.556585001,NA,1.09645811
RP23-256A5.2,0.25884039,0.000761178,0.062482041,0.012182343,0.990280137,NA,1.000527747
RP23-256A5.3,10.38521692,0.230773481,0.236985492,0.973787377,0.330162122,NA,1.173463917
RP23-256A5.4,1.987860074,-0.067438114,0.14738804,-0.45755486,0.64727228,NA,0.954331161
RP23-256B18.1,0.128009992,0.013515271,0.062482041,0.216306488,0.828748852,NA,1.00941209
RP23-256C7.1,0.744693378,-0.03519301,0.108985442,-0.322914779,0.746759783,NA,0.975901192
RP23-256C7.3,0,NA,NA,NA,NA,NA,#VALUE!
RP23-256C8.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-256C8.2,0.719465183,-0.037065825,0.093760744,-0.395323493,0.692604164,NA,0.974635161
RP23-256D10.1,0.238941226,0.000761178,0.062482041,0.012182343,0.990280137,NA,1.000527747
RP23-256D19.1,0.859357368,-0.018026262,0.11179987,-0.16123688,0.871906835,NA,0.987582884
RP23-256D19.2,0.461874042,0.024293041,0.072761596,0.333871741,0.738476345,NA,1.016981222
RP23-256D19.3,5.772864152,-0.074432835,0.224836587,-0.331053036,0.740604425,NA,0.949715408
RP23-256D7.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-256G5.1,0.849520743,-0.022968986,0.111907246,-0.20525021,0.837376642,NA,0.98420518
RP23-256H11.1,4.645746916,0.034202122,0.211969412,0.161354045,0.871814559,NA,1.023990352
RP23-256J1.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-256J12.1,0.651461022,-0.021762725,0.09161751,-0.237538931,0.812238721,NA,0.985028434
RP23-256J14.1,16.9581697,-0.054511523,0.236780422,-0.230219723,0.817921037,NA,0.96292042
RP23-256J14.2,18.12241584,0.322832254,0.236778163,1.363437616,0.172744633,NA,1.25078364
RP23-256J17.1,0.128009992,0.013515271,0.062482041,0.216306488,0.828748852,NA,1.00941209
RP23-256M16.1,5.064014662,-0.017004642,0.187780119,-0.090556136,0.927845287,NA,0.988282472
RP23-256O11.13,1.013836754,0.002344571,0.135810907,0.017263497,0.986226406,NA,1.001626454
RP23-256O11.5,0,NA,NA,NA,NA,NA,#VALUE!
RP23-256O11.6,0,NA,NA,NA,NA,NA,#VALUE!
RP23-256O11.9,0,NA,NA,NA,NA,NA,#VALUE!
RP23-256O22.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-256O22.3,0.393825815,0.039023457,0.062482041,0.624554779,0.532263307,NA,1.027418144
RP23-257B9.1,16.80883235,0.267732113,0.230975426,1.159136783,0.246400434,NA,1.203913811
RP23-257B9.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-257B9.3,0.630940239,0.083680412,0.078585707,1.064829914,0.286952905,NA,1.059718007
RP23-257D2.10,0,NA,NA,NA,NA,NA,#VALUE!
RP23-257D2.7,0,NA,NA,NA,NA,NA,#VALUE!
RP23-257E17.2,8.13884633,0.081056731,0.229727999,0.352837841,0.724210013,NA,1.057792558
RP23-257F18.1,0.92484872,0.02224978,0.111606244,0.199359631,0.841981436,NA,1.015541911
RP23-257F18.2,1.233740919,0.054488545,0.129953901,0.419291341,0.675003224,NA,1.038490879
RP23-257G9.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-257G9.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-257H19.1,0.47770355,0.002697552,0.071862679,0.037537596,0.970056364,NA,1.00187155
RP23-257I21.1,0.12783109,0.013515271,0.062482041,0.216306488,0.828748852,NA,1.00941209
RP23-257I21.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-257K20.1,1.23774479,-0.057742424,0.14562559,-0.396512892,0.691726699,NA,0.960766382
RP23-257M22.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-257N12.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-257N12.3,0,NA,NA,NA,NA,NA,#VALUE!
RP23-257O6.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-257O9.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-257O9.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-257P11.1,4.586031464,0.198874511,0.192200079,1.034726476,0.300796668,NA,1.147802571
RP23-257P11.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-257P11.4,0.132997362,0.013515271,0.062482041,0.216306488,0.828748852,NA,1.00941209
RP23-257P3.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-257P7.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-257P7.2,0.119079174,0.013515271,0.062482041,0.216306488,0.828748852,NA,1.00941209
RP23-258B18.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-258B18.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-258B18.3,0,NA,NA,NA,NA,NA,#VALUE!
RP23-258B4.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-258B4.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-258C13.1,3.284856507,0.047245363,0.132946614,0.355370936,0.722311719,NA,1.033290107
RP23-258C20.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-258C6.2,2.574773345,0.086216659,0.177633177,0.485363491,0.627418525,NA,1.061582622
RP23-258D11.1,0.482237785,0.003202222,0.086778157,0.03690124,0.970563751,NA,1.002222076
RP23-258D13.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-258F1.1,0.12783109,0.013515271,0.062482041,0.216306488,0.828748852,NA,1.00941209
RP23-258F15.5,18.10967582,0.090700015,0.237053017,0.382614895,0.702005325,NA,1.064886755
RP23-258F9.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-258F9.4,2.526451113,0.05505076,0.176717428,0.311518569,0.755406429,NA,1.038895655
RP23-258H17.1,0.385073898,0.039023457,0.062482041,0.624554779,0.532263307,NA,1.027418144
RP23-258L18.1,1.252609498,0.177885556,0.14191566,1.253459671,0.210038467,NA,1.131224723
RP23-258L8.1,3.665250091,-0.30347468,0.184743881,-1.642677843,0.100449605,NA,0.810298469
RP23-258M15.1,11.17621227,0.098386777,0.235189363,0.418330045,0.675705825,NA,1.070575674
RP23-258M15.3,0,NA,NA,NA,NA,NA,#VALUE!
RP23-258M15.4,0.666763295,0.047006278,0.077542056,0.606203665,0.54437952,NA,1.033118884
RP23-258M15.6,0.595999845,0.047624565,0.07571912,0.628963529,0.529372933,NA,1.033561736
RP23-258M22.2,0.349089581,0.013515271,0.062482041,0.216306488,0.828748852,NA,1.00941209
RP23-258N11.1,3.32140834,-0.092846955,0.172810923,-0.537274804,0.591077807,NA,0.937670562
RP23-258N14.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-258N15.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-258N2.3,1.003650366,0.000981684,0.112879874,0.008696711,0.993061116,NA,1.000680683
RP23-258P17.1,7.187525832,0.027434253,0.224361683,0.122276908,0.90267972,NA,1.01919793
RP23-258P17.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-259B18.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-259C9.1,3.881769149,-0.291045781,0.171816144,-1.693937338,0.090277191,NA,0.817309392
RP23-259C9.2,0.646473651,-0.015657446,0.076487873,-0.204704943,0.837802659,NA,0.989205766
RP23-259J23.1,0.243296559,0.000761178,0.062482041,0.012182343,0.990280137,NA,1.000527747
RP23-259J8.4,0,NA,NA,NA,NA,NA,#VALUE!
RP23-259J8.5,1.525561701,0.109135669,0.150945915,0.723011744,0.469672669,NA,1.078581855
RP23-259J8.8,3.934930207,0.169454392,0.202614976,0.836336955,0.402965369,NA,1.124633083
RP23-259J8.9,15.73134955,0.371606119,0.236736287,1.569704939,0.116483772,NA,1.293792378
RP23-259K16.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-259L1.2,0.139761217,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
RP23-259M16.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-259N17.1,0.41928365,-0.037501102,0.062482041,-0.600190093,0.548379556,NA,0.974341147
RP23-259N17.2,0.357841498,0.016345662,0.068584191,0.238329877,0.81162525,NA,1.011394376
RP23-259N17.3,0.128009992,0.013515271,0.062482041,0.216306488,0.828748852,NA,1.00941209
RP23-259N17.6,0.243296559,0.000761178,0.062482041,0.012182343,0.990280137,NA,1.000527747
RP23-259N3.1,1.985321732,0.136069211,0.148479383,0.916418211,0.359447587,NA,1.098906935
RP23-259O15.2,6.574371765,0.132975635,0.211698035,0.628138257,0.529913373,NA,1.096553069
RP23-259P18.1,0.376293921,0.016665143,0.069236408,0.240699129,0.809788314,NA,1.011618372
RP23-259P7.1,0.349089581,0.013515271,0.062482041,0.216306488,0.828748852,NA,1.00941209
RP23-25A3.2,0.110931234,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
RP23-25A3.3,0.632960665,0.025121972,0.091376228,0.274928964,0.783370814,NA,1.017565718
RP23-25A7.6,2.173329185,0.24843358,0.172015585,1.444250415,0.148668548,NA,1.187916622
RP23-25B10.1,2.480332078,0.142741557,0.172070192,0.829554236,0.40679086,NA,1.104001059
RP23-25C1.7,1.341854664,0.029524201,0.118806614,0.248506373,0.80374264,NA,1.020675453
RP23-25C24.1,0.973186236,0.002632216,0.06507836,0.04044687,0.967736864,NA,1.001826179
RP23-25C24.3,5.586360314,0.254162722,0.209539879,1.212956327,0.225146518,NA,1.192643383
RP23-25D11.1,0.139761217,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
RP23-25D11.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-25D18.2,2.264871896,0.119621025,0.152611701,0.783826038,0.433142193,NA,1.08644943
RP23-25D18.5,0.132997362,0.013515271,0.062482041,0.216306488,0.828748852,NA,1.00941209
RP23-25E6.2,0.36615792,-0.046026154,0.069078867,-0.666284144,0.505229498,NA,0.96860063
RP23-25E6.3,0,NA,NA,NA,NA,NA,#VALUE!
RP23-25G2.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-25G2.2,0.234544642,0.000761178,0.062482041,0.012182343,0.990280137,NA,1.000527747
RP23-25G5.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-25I3.1,0.615235147,0.035557512,0.103524439,0.343469736,0.731245105,NA,1.024952827
RP23-25I3.2,0.388838444,0.049033645,0.069877042,0.701713227,0.482858022,NA,1.034571708
RP23-25I3.4,0.243296559,0.000761178,0.062482041,0.012182343,0.990280137,NA,1.000527747
RP23-25J21.1,7.081456582,0.379059773,0.230958421,1.641246817,0.100746191,NA,1.300494027
RP23-25K16.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-25K2.2,6.136596757,0.12327528,0.228574779,0.539321445,0.589665074,NA,1.089204826
RP23-25K2.3,0,NA,NA,NA,NA,NA,#VALUE!
RP23-25K2.4,1.126675905,-0.023339748,0.131185691,-0.177913821,0.858790656,NA,0.983952279
RP23-25K2.5,0,NA,NA,NA,NA,NA,#VALUE!
RP23-25K2.6,6.607507256,0.166807005,0.166292951,1.003091257,0.315816833,NA,1.122571241
RP23-25M19.2,1.057231685,-0.044022321,0.113609562,-0.387487819,0.698395101,NA,0.969946903
RP23-25M5.13,0,NA,NA,NA,NA,NA,#VALUE!
RP23-25N17.3,0.115465469,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
RP23-25N17.5,1.169481964,0.027379103,0.083976865,0.3260315,0.744400523,NA,1.01915897
RP23-25N17.6,16.89249827,-0.021606864,0.235388965,-0.09179217,0.926863165,NA,0.985134857
RP23-25N17.8,0,NA,NA,NA,NA,NA,#VALUE!
RP23-25P15.2,0.504153071,0.049948103,0.062617732,0.797667069,0.425063719,NA,1.035227684
RP23-25P15.3,0.366168339,0.039023457,0.062482041,0.624554779,0.532263307,NA,1.027418144
RP23-260C12.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-260E20.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-260F15.2,2.961798892,-0.08928069,0.191552328,-0.466090342,0.641150836,NA,0.9399913
RP23-260J11.1,0.132997362,0.013515271,0.062482041,0.216306488,0.828748852,NA,1.00941209
RP23-260J11.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-260J11.3,0,NA,NA,NA,NA,NA,#VALUE!
RP23-260J11.4,0,NA,NA,NA,NA,NA,#VALUE!
RP23-260J19.3,6.059741922,0.181803872,0.226019959,0.804370871,0.421182819,NA,1.134301271
RP23-260J19.4,0,NA,NA,NA,NA,NA,#VALUE!
RP23-260J19.5,2.391110642,-0.105451218,0.161841541,-0.651570775,0.514678106,NA,0.929514182
RP23-260K2.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-260N17.1,0.778593078,0.056478973,0.109781249,0.514468304,0.606924615,NA,1.039924631
RP23-260N17.2,0.12783109,0.013515271,0.062482041,0.216306488,0.828748852,NA,1.00941209
RP23-260N23.1,2.935023011,0.077010879,0.183307075,0.420119515,0.674398147,NA,1.054830272
RP23-260N23.13,2.240525013,-0.088318485,0.163745726,-0.539363607,0.589635988,NA,0.940618436
RP23-260N23.2,0.139761217,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
RP23-260N23.9,2.925579318,0.102596527,0.167203915,0.613601224,0.539478875,NA,1.073704151
RP23-260P2.1,0.119079174,0.013515271,0.062482041,0.216306488,0.828748852,NA,1.00941209
RP23-260P9.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-261A9.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-261A9.2,0.261007354,0.026269364,0.062482041,0.420430633,0.674170894,NA,1.018375322
RP23-261B24.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-261B5.1,5.919723167,-0.007843565,0.210788013,-0.03721068,0.970317023,NA,0.994578007
RP23-261D18.1,0.128009992,0.013515271,0.062482041,0.216306488,0.828748852,NA,1.00941209
RP23-261D18.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-261F17.1,0.238941226,0.000761178,0.062482041,0.012182343,0.990280137,NA,1.000527747
RP23-261F17.2,5.019429771,0.194902654,0.194706776,1.001006014,0.316823901,NA,1.144646923
RP23-261F24.3,0.272758579,0.000761178,0.062482041,0.012182343,0.990280137,NA,1.000527747
RP23-261G3.2,17.29952971,0.472683842,0.192716559,2.452741187,0.01417723,NA,1.387688582
RP23-261G3.4,0.618234455,-0.026992066,0.104092036,-0.259309614,0.795396362,NA,0.981464462
RP23-261G3.5,0,NA,NA,NA,NA,NA,#VALUE!
RP23-261G3.6,0,NA,NA,NA,NA,NA,#VALUE!
RP23-261G3.7,0.12847785,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
RP23-261J24.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-261K17.1,3.184719085,0.198910289,0.183230114,1.085576413,0.27766644,NA,1.147831037
RP23-261K7.10,0,NA,NA,NA,NA,NA,#VALUE!
RP23-261K7.12,0,NA,NA,NA,NA,NA,#VALUE!
RP23-261K7.13,0,NA,NA,NA,NA,NA,#VALUE!
RP23-261K7.14,0,NA,NA,NA,NA,NA,#VALUE!
RP23-261K7.4,0,NA,NA,NA,NA,NA,#VALUE!
RP23-261K7.5,0,NA,NA,NA,NA,NA,#VALUE!
RP23-261K7.6,0,NA,NA,NA,NA,NA,#VALUE!
RP23-261K7.7,0,NA,NA,NA,NA,NA,#VALUE!
RP23-261L23.4,0,NA,NA,NA,NA,NA,#VALUE!
RP23-261L23.5,0,NA,NA,NA,NA,NA,#VALUE!
RP23-261L3.2,5.48233011,0.151267485,0.185792832,0.814172877,0.415545921,NA,1.110544716
RP23-261M19.2,0.365989437,0.039023457,0.062482041,0.624554779,0.532263307,NA,1.027418144
RP23-261M19.4,12.9113276,0.1846311,0.228803009,0.806943497,0.419699037,NA,1.136526324
RP23-261N13.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-261N18.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-261N18.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-261O3.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-261O3.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-261O3.3,0,NA,NA,NA,NA,NA,#VALUE!
RP23-261O3.4,0.760502798,0.058479538,0.079415661,0.736372868,0.461503812,NA,1.041367681
RP23-261O3.5,2.375587817,-0.151179657,0.163772611,-0.923107078,0.355951406,NA,0.900513833
RP23-261P14.1,0.637769134,0.025606437,0.091421353,0.28009252,0.779406523,NA,1.01790748
RP23-261P9.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-261P9.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-261P9.3,0,NA,NA,NA,NA,NA,#VALUE!
RP23-261P9.4,0,NA,NA,NA,NA,NA,#VALUE!
RP23-261P9.5,0,NA,NA,NA,NA,NA,#VALUE!
RP23-262F9.10,0,NA,NA,NA,NA,NA,#VALUE!
RP23-262F9.11,0,NA,NA,NA,NA,NA,#VALUE!
RP23-262F9.12,1.02006764,0.161713629,0.1228818,1.316009604,0.188170819,NA,1.118615037
RP23-262F9.13,8.036088844,0.390300513,0.232503744,1.678684852,0.09321348,NA,1.310666387
RP23-262F9.14,0,NA,NA,NA,NA,NA,#VALUE!
RP23-262F9.15,0.378523541,-0.014898293,0.069488374,-0.214399796,0.830235301,NA,0.989726427
RP23-262F9.16,0,NA,NA,NA,NA,NA,#VALUE!
RP23-262F9.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-262F9.5,0,NA,NA,NA,NA,NA,#VALUE!
RP23-262F9.6,0.238158347,0.026269364,0.062482041,0.420430633,0.674170894,NA,1.018375322
RP23-262F9.9,0,NA,NA,NA,NA,NA,#VALUE!
RP23-262I17.3,2.552576866,-0.001909754,0.170536922,-0.01119848,0.991065092,NA,0.998677135
RP23-262I3.2,1.467876594,0.01128053,0.147479859,0.076488612,0.939030374,NA,1.007849716
RP23-262I3.3,2.478309454,0.014932941,0.161076803,0.092706961,0.926136367,NA,1.01040448
RP23-262I3.4,2.138104138,0.039416573,0.182950983,0.215448816,0.829417414,NA,1.027698141
RP23-262J12.1,0.128009992,0.013515271,0.062482041,0.216306488,0.828748852,NA,1.00941209
RP23-262J12.2,5.498190435,0.135419025,0.220873356,0.613107112,0.539805518,NA,1.098411797
RP23-262J12.3,2.717196161,-0.091579901,0.158138624,-0.579111535,0.562513917,NA,0.938494437
RP23-262J12.4,0,NA,NA,NA,NA,NA,#VALUE!
RP23-262J12.5,0,NA,NA,NA,NA,NA,#VALUE!
RP23-262J21.7,0,NA,NA,NA,NA,NA,#VALUE!
RP23-262K24.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-262K24.2,1.87369993,-0.09552162,0.123248724,-0.775031313,0.438321157,NA,0.93593379
RP23-262K24.3,0.407353524,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
RP23-262K24.4,0,NA,NA,NA,NA,NA,#VALUE!
RP23-262K24.5,0.358488258,-0.014506316,0.068588409,-0.211498072,0.832498636,NA,0.98999537
RP23-262M12.1,0.880862619,-0.03634101,0.080884421,-0.449295543,0.653218473,NA,0.975124944
RP23-262N17.1,0.374741354,0.039023457,0.062482041,0.624554779,0.532263307,NA,1.027418144
RP23-262O4.1,0.512507826,0.025172703,0.062695253,0.401508909,0.68804548,NA,1.0176015
RP23-262O4.8,1.77543653,0.101977312,0.153308635,0.665176567,0.505937567,NA,1.073243408
RP23-262P15.1,0.139761217,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
RP23-262P15.3,0.517255919,-0.013470375,0.088451627,-0.15229087,0.878957525,NA,0.990706501
RP23-262P15.4,0.128009992,0.013515271,0.062482041,0.216306488,0.828748852,NA,1.00941209
RP23-262P15.5,0,NA,NA,NA,NA,NA,#VALUE!
RP23-263B18.5,0.913451562,-0.096916539,0.099509992,-0.973937755,0.330087446,NA,0.935029289
RP23-263C23.4,0.139761217,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
RP23-263C23.6,0.598817872,-0.083723526,0.078848168,-1.061832221,0.28831186,NA,0.943619066
RP23-263C23.7,1.637368229,0.076599054,0.147975453,0.517647034,0.604704559,NA,1.054529208
RP23-263D11.1,1.361683638,0.100682079,0.123499007,0.815246057,0.414931479,NA,1.072280296
RP23-263D22.5,0,NA,NA,NA,NA,NA,#VALUE!
RP23-263D5.2,0.12783109,0.013515271,0.062482041,0.216306488,0.828748852,NA,1.00941209
RP23-263D5.6,0,NA,NA,NA,NA,NA,#VALUE!
RP23-263D5.7,0,NA,NA,NA,NA,NA,#VALUE!
RP23-263D5.8,0,NA,NA,NA,NA,NA,#VALUE!
RP23-263D5.9,0,NA,NA,NA,NA,NA,#VALUE!
RP23-263E11.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-263E11.3,0.12847785,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
RP23-263E11.4,0,NA,NA,NA,NA,NA,#VALUE!
RP23-263E3.2,20.07305654,0.3083023,0.237024113,1.300721246,0.193353887,NA,1.238249725
RP23-263E3.3,0,NA,NA,NA,NA,NA,#VALUE!
RP23-263F7.1,0.731168474,-0.048468967,0.109106561,-0.444235125,0.6568726,NA,0.966961955
RP23-263F7.2,0.615056246,0.027529773,0.090833227,0.303080422,0.761828574,NA,1.019265413
RP23-263F7.3,0,NA,NA,NA,NA,NA,#VALUE!
RP23-263J2.1,0.110931234,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
RP23-263K13.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-263K13.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-263L18.2,1.125561286,0.085739009,0.130929168,0.654850333,0.51256412,NA,1.061231209
RP23-263M10.3,2.709899061,-0.123488963,0.164303744,-0.751589462,0.452297982,NA,0.91796499
RP23-263M4.10,0,NA,NA,NA,NA,NA,#VALUE!
RP23-263M4.3,0.856979139,0.07967393,0.111939893,0.711756358,0.476615662,NA,1.056779166
RP23-263M4.7,1.130619353,-0.012597998,0.099659679,-0.12641018,0.899407244,NA,0.991305749
RP23-263M4.8,0,NA,NA,NA,NA,NA,#VALUE!
RP23-263M5.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-263M5.2,0.12847785,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
RP23-263M5.3,0.952741986,-0.026269811,0.099845372,-0.263104942,0.792469695,NA,0.981955934
RP23-263M5.4,0.261007354,0.026269364,0.062482041,0.420430633,0.674170894,NA,1.018375322
RP23-263M8.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-263N6.1,5.537418319,-0.026311294,0.220600586,-0.11927119,0.905060508,NA,0.981927699
RP23-263O11.1,4.299704042,0.014407176,0.2102382,0.068527868,0.945365437,NA,1.010036323
RP23-263O15.12,0,NA,NA,NA,NA,NA,#VALUE!
RP23-263O15.4,0,NA,NA,NA,NA,NA,#VALUE!
RP23-263O15.6,0,NA,NA,NA,NA,NA,#VALUE!
RP23-263O15.7,0,NA,NA,NA,NA,NA,#VALUE!
RP23-263O15.9,0,NA,NA,NA,NA,NA,#VALUE!
RP23-263O22.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-263O22.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-263O22.3,0,NA,NA,NA,NA,NA,#VALUE!
RP23-263O6.1,2.640702262,0.037041157,0.183198412,0.202191473,0.839767039,NA,1.026007414
RP23-263O6.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-263O6.4,0.346396406,-0.037501102,0.062482041,-0.600190093,0.548379556,NA,0.974341147
RP23-264B6.1,0.371127649,0.013515271,0.062482041,0.216306488,0.828748852,NA,1.00941209
RP23-264D16.1,0.837565474,-0.067209774,0.112074995,-0.599685715,0.54871571,NA,0.954482218
RP23-264D16.2,1.233678414,-0.103892732,0.136225169,-0.762654451,0.445669502,NA,0.930518842
RP23-264D16.3,0,NA,NA,NA,NA,NA,#VALUE!
RP23-264D16.4,0.897241561,0.025603576,0.10968579,0.233426555,0.815430195,NA,1.017905461
RP23-264D16.6,3.299317618,0.050168061,0.177267969,0.283006914,0.777171537,NA,1.03538553
RP23-264D18.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-264D18.3,0,NA,NA,NA,NA,NA,#VALUE!
RP23-264E23.1,3.242228415,0.114429112,0.199347219,0.574019101,0.565954876,NA,1.082546587
RP23-264E23.2,9.942407157,0.220622696,0.236041367,0.934678096,0.349954218,NA,1.165236417
RP23-264E23.3,0.615056246,0.027529773,0.090833227,0.303080422,0.761828574,NA,1.019265413
RP23-264F10.1,0.115465469,-0.011992916,0.062482041,-0.191941802,0.847787793,NA,0.991721601
RP23-264F10.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-264F2.1,0,NA,NA,NA,NA,NA,#VALUE!
RP23-264F2.2,0,NA,NA,NA,NA,NA,#VALUE!
RP23-264F2.3,0,NA,NA,NA,NA,NA,#VALUE!
RP23-264F8.3,5.615743524,-0.160533841,0.215738954,-0.744111522,0.45680901,NA,0.894693946
RP23-264G9.1,0.617602418,-0.021697819,0.091177048,-0.237974568,0.811900819,NA,0.985072751
RP23-264H19.2,7.569278254,0.142127597,0.223143028,0.636934968,0.524167204,NA,1.103531336
RP23-264J18.1,2.301453536,0.005354036,0.159720951,0.033521191,0.973258967,NA,1.00371803
