,Trim on data 8,Trim on data 7,Trim on data 6,Trim on data 5,Trim on data 1,Trim on data 2,Trim on data 3,Trim on data 4
AC123848.4,0.887449874,2.055645606,3.694894998,4.472358936,1.022648722,3.191936691,6.144479602,0
AC123856.1,4.293180935,3.911410807,0,0,5.073523537,12.50802185,6.062724406,3.222713666
AC123856.2,5.178257165,2.998665588,3.278708864,3.262018705,4.972617074,2.06943382,5.975491587,8.566385676
AC123856.3,1.631630683,1.195976332,2.149692999,1.175179269,0.499475814,0,4.808204793,0
AC123856.5,0,0,0,0,0,2.127957794,0,0
AC123856.7,0,1.027822803,0,0,0,0,0,0
AC123863.1,0,0,0,0,0,1.063978897,0,0
AC123868.4,0,0,4.618618748,4.472358936,0,0,2.048159867,2.857900166
AC123868.5,0,0,0,0,2.045297444,0,0,0
AC124347.2,5.397954778,0,0,0,11.40389801,5.393083918,13.57454414,9.657394188
AC124379.6,0.887449874,0,0,0,0,1.063978897,0,0
AC124389.1,3.549799495,6.166936819,0.92372375,2.236179468,4.090594889,7.447852279,4.096319735,0.952633389
AC124389.3,1.774899747,2.055645606,1.847447499,2.236179468,8.181189778,1.063978897,0,0
AC124394.1,0,0,0,0,0,0,0,0
AC124394.3,0,0,0,0,0,0,0,0
AC124394.4,0,0,0,0,0,0,0,0
AC124410.1,0,0,0,0,0,1.063978897,0,0
AC124432.1,0,0,0,0,2.045297444,0,2.048159867,0
AC124447.2,0,0,0,0,0,0,0,0
AC124457.2,4.437249369,5.139114016,5.542342497,10.06280761,3.067946167,7.447852279,7.168559536,7.621067109
AC124461.3,8.699008667,0,0.708749535,1.715763137,3.138608516,0.816363712,3.143001043,2.192793479
AC124468.1,1.774899747,0,0,1.118089734,4.090594889,3.191936691,0,1.905266777
AC124505.5,1.774899747,1.027822803,0,8.944717872,1.022648722,4.255915588,2.048159867,0
AC124531.2,0.887449874,0,0,1.118089734,1.022648722,0,4.096319735,1.905266777
AC124550.2,1.137770084,0.658868783,0.592137809,0.716732904,0.655552024,0,0.656469479,13.72908845
AC124550.3,2.780058198,0.580715236,0,0.631715644,0,0,0,0
AC124566.2,61.30551901,90.33105077,30.68301917,57.96339435,19.31553841,50.04886324,60.08747005,36.51417064
AC124590.1,0,0,0,0,0,0,0,0
AC124590.2,0,0,0,0,0,0,0,0
AC124604.2,0,0,0,0,0,0,0,0.952633389
AC124604.3,0,0,0,0,1.022648722,0,0,0
AC124604.5,3.549799495,6.166936819,2.771171249,2.236179468,5.113243611,1.063978897,4.096319735,1.905266777
AC124629.1,0,0,0,0,1.022648722,2.127957794,0,0.952633389
AC124659.2,3.346506033,7.751683365,8.292937777,5.902723986,3.639751505,8.124628909,4.634073128,8.109646003
AC124698.3,0,2.055645606,0.92372375,0,0,0,0,0
AC124698.6,0,0,0,0,0,1.063978897,0,0
AC124698.7,0,0,0,0,0,0,0,0
AC124713.2,204.8967328,186.9668865,166.6835741,210.8821662,113.1518042,136.0945849,201.2008431,187.2377953
AC124730.4,3.549799495,1.027822803,0,0,1.022648722,0,3.072239801,0
AC124730.5,1.774899747,9.250405229,8.313513746,5.59044867,7.158541056,4.255915588,7.168559536,7.621067109
AC124730.7,62.12149116,62.69719099,48.03363498,48.07785856,70.56276183,42.55915588,38.91503748,56.20536993
AC124754.1,0,0,0,0,0,0,0,0
AC124976.1,17.74899747,21.58427887,16.62702749,23.47988441,24.54356933,23.40753574,28.67423814,29.53163505
AC124977.2,3.976880357,1.842370341,1.655772994,1.002086818,8.806141229,2.860770102,4.589153138,4.268983661
AC124978.1,0,0,0,0,0,0,0,0
AC124992.1,3.148188023,2.412528536,0.819216986,1.312202541,0.906949946,1.248697462,0,2.53456768
AC125047.1,5.559154277,1.431194318,10.40302411,2.899010605,10.60617063,7.712601357,2.655265254,5.77647823
AC125061.1,234.2867667,240.5105359,303.9051136,235.9169339,275.0925063,246.8431041,235.5383848,311.5111181
AC125065.1,5.324699242,5.139114016,3.694894998,3.354269202,5.113243611,9.575810074,12.2889592,12.38423405
AC125068.1,0,0,0,0,0,0,0,0
AC125099.7,7.09959899,0,0,1.118089734,0,3.191936691,0,0
AC125115.2,0.887449874,1.027822803,0.92372375,1.118089734,0,1.063978897,1.024079934,1.905266777
AC125136.1,0,1.027822803,0.92372375,0,0,0,0,0
AC125166.1,0,0,0,0,0,0,0,0.952633389
AC125183.7,0,0,0,0,0,0,0,0
AC125212.2,5.324699242,0,19.39819874,17.88943574,7.158541056,14.89570456,10.24079934,14.28950083
AC125214.1,0.887449874,0,0,0,0,0,0,0.952633389
AC125262.1,14.82755471,15.45114661,11.65611139,8.808357065,17.75891046,9.706203703,23.43466439,15.43498953
AC125275.1,0,1.027822803,0,0,0,0,0,0
AC125319.1,1.957742173,0,0,0.50683313,0,0,0,0
AC125319.2,0,0,0,0,0,0,0,0
AC125319.3,0,1.027822803,0,0,0,1.063978897,1.024079934,0
AC125343.1,0.887449874,0,0,0,1.022648722,1.063978897,1.024079934,0
AC125343.2,0.887449874,0,0,1.118089734,0,0,4.096319735,0
AC125348.1,0,0,0,1.118089734,0,0,0,0
AC125349.1,0,0,0,0,1.022648722,0,4.096319735,0
AC125349.2,1.774899747,0,0,0,1.022648722,3.191936691,1.024079934,0.952633389
AC125349.3,0,1.027822803,0,0,0,1.063978897,0,0
AC125354.1,5.940041439,2.350889699,1.506826527,3.469296353,1.66819812,5.73498608,3.51349322,5.134817888
AC125378.1,0.887449874,4.111291213,0.92372375,3.354269202,1.022648722,5.319894485,1.024079934,0.952633389
AC125382.1,0,0,0,0,0,0,0,0
AC125458.2,9.761948611,12.33387364,5.542342497,12.29898707,7.158541056,13.83172566,16.38527894,12.38423405
AC125459.1,2.093531439,5.361206289,2.141429896,0.648005094,1.778072623,1.849933126,20.52155295,14.79265789
AC126042.1,0.887449874,3.08346841,0,2.236179468,2.045297444,3.191936691,4.096319735,1.905266777
AC126255.1,0,0,0,0,0,0,0,0
AC126278.2,0,0,0,0,0,1.063978897,0,0
AC126410.3,0,0,0,0,1.022648722,0,0,0
AC126445.2,15.08664785,1.027822803,3.694894998,8.944717872,6.135892333,7.447852279,14.33711907,2.857900166
AC126445.3,1.774899747,1.027822803,0.92372375,2.236179468,1.022648722,2.127957794,2.048159867,0
AC126539.1,0.887449874,1.027822803,0.92372375,2.236179468,1.022648722,1.063978897,1.024079934,0
AC126598.4,0.887449874,0,3.694894998,0,0,0,3.072239801,0
AC126675.3,1.134641465,5.256456304,1.499257804,1.814725192,2.614997598,2.720682283,0,2.435962583
AC126676.1,0,0,0,1.118089734,0,0,0,0
AC126800.1,0.887449874,0,0,0,0,0,0,0
AC126938.1,332.2827895,340.5056907,394.7659839,364.7539127,410.1279775,331.0063383,391.3785478,267.5890994
AC127028.2,3.549799495,5.139114016,2.771171249,3.354269202,1.022648722,3.191936691,6.144479602,0.952633389
AC127225.2,0,0,0,0,1.022648722,1.063978897,4.096319735,0
AC127252.1,0,2.055645606,0,0,0,0,0,0
AC127252.4,0.887449874,1.027822803,0.92372375,0,1.022648722,0,2.048159867,0
AC127252.5,3.859087027,3.724583742,1.338941479,5.436428484,0,0,0,7.719898102
AC127257.1,0,0,0,1.118089734,0,3.191936691,0,0
AC127266.4,0,0,2.771171249,0,3.067946167,3.191936691,0,1.905266777
AC127283.3,0,0,0,0,1.022648722,0,3.072239801,0.952633389
AC127297.4,0,0,0,0,0,0,0,0
AC127300.3,14.3058964,19.24711989,7.920203157,8.010606254,6.410962825,12.88295916,8.254202218,6.825186521
AC127308.2,6.538142239,8.567462684,13.25108877,5.707073175,2.314836953,7.054678287,4.699891,7.892474642
AC127308.3,0,1.027822803,0,0,0,0,0,0
AC127308.6,0.887449874,1.027822803,0.92372375,0,0,1.063978897,0,0
AC127333.1,114.1410229,200.6193526,110.7158717,88.70254009,153.8307722,71.50650951,64.32062749,133.4985486
AC127338.1,70.9959899,51.39114016,50.80480623,62.6130251,35.79270528,58.51883934,58.37255622,66.6843372
AC127339.2,66.53445933,37.99470816,52.62683839,36.90165502,52.18640484,58.58299485,61.48122718,65.68869648
AC127339.5,0,0,0.92372375,0,0,4.255915588,1.024079934,2.857900166
AC127347.1,39.93524432,53.44678577,42.49129248,42.48740989,30.67946167,96.82207963,73.73375523,48.58430282
AC127347.2,0,0,0,0,0,0,0,0
AC127348.2,0,3.08346841,0,2.236179468,0,1.063978897,1.024079934,6.66843372
AC127419.2,3.549799495,0,0,0,3.067946167,7.447852279,3.072239801,8.573700498
AC127556.1,0,0,0,0,0,1.063978897,0,0
AC127556.10,1.012930704,3.519454923,2.836157165,0,3.92486458,0,3.506638647,2.174661663
AC127556.5,1.774899747,3.08346841,2.771171249,1.118089734,2.045297444,5.319894485,5.120399669,0.952633389
AC127594.2,1.774899747,5.139114016,5.542342497,6.708538404,6.135892333,7.447852279,3.072239801,2.857900166
AC127677.1,1.720206431,4.051024552,3.52136387,1.49301399,4.498548252,2.704024047,7.435770079,4.055740504
AC127677.2,0.887449874,0,0,0,1.022648722,0,0,0
AC127685.1,0.887449874,1.027822803,0,2.236179468,0,0,0,1.905266777
AC128663.2,0.887449874,0,0,0,2.045297444,2.127957794,3.072239801,1.905266777
AC128663.3,0,1.513374729,0,1.251596419,1.50575637,0.59551221,1.507863698,0
AC129014.2,10.09324184,3.506923972,9.733208128,3.264810638,14.40498482,3.630288303,8.473369701,8.667675288
AC129014.3,0,0,0,0,0,0,0,0
AC129015.1,0.887449874,1.027822803,0.92372375,0,5.113243611,5.319894485,6.144479602,0.952633389
AC129078.1,0,0,0,0,2.045297444,1.063978897,1.024079934,0
AC129174.1,0,0,0,0,0,0,0,0
AC129174.13,0,0,0,0,0,0,0,0
AC129174.14,1.774899747,0,1.847447499,0,0,0,0,0.952633389
AC129174.4,0,0,0,0,0,0,0,0
AC129174.8,0,0,0,0,0,0,0,0
AC129174.9,0,0,0,0,0,0,0,0
AC129188.1,493.1456898,401.3915954,444.1538675,504.6496935,328.1182734,461.3082417,368.2704024,311.8570772
AC129197.1,0,0,0,0,0,0,0,0
AC129197.2,0,0,0,0,0,0,0,0
AC129197.7,0.887449874,0,0,0,1.022648722,0,0,0.952633389
AC129197.8,0,0,0,0,0,0,0,0
AC129215.2,0.887449874,0,0.92372375,1.118089734,1.022648722,0,0,0
AC129334.1,0,0,2.771171249,0,0,0,1.024079934,0
AC129337.1,37.40675409,20.20270532,38.04094787,21.97697633,20.24890203,30.41946644,12.45014692,34.6110228
AC129553.4,4.437249369,0,0.92372375,0,1.022648722,1.063978897,3.072239801,6.66843372
AC129599.1,0,0,2.771171249,2.236179468,0,0,0,0.952633389
AC129603.1,3.549799495,4.111291213,2.771171249,7.826628138,4.090594889,8.511831176,5.120399669,1.905266777
AC129603.2,1.774899747,3.08346841,2.771171249,0,2.045297444,2.127957794,0,2.857900166
AC129603.3,0.887449874,0,0,0,0,1.063978897,1.024079934,0.952633389
AC129606.2,0,0,1.847447499,0,0,0,0,0
AC129609.2,1.774899747,0,1.847447499,0,0,2.127957794,2.048159867,0
AC129945.2,1.774899747,3.08346841,0,1.118089734,1.022648722,2.127957794,2.048159867,0.952633389
AC130279.3,0,2.055645606,0,1.118089734,1.022648722,0,1.024079934,1.905266777
AC130474.1,7.524852846,0.800653646,3.196656589,7.738566679,0,1.243227793,0,0.371041289
AC130680.12,10.66631351,17.95573185,5.292223246,2.614908291,1.530423819,1.106708562,4.031418294,1.113975413
AC130680.15,0,0,0.92372375,0,0,3.191936691,0,1.905266777
AC130827.2,500.5475671,448.9767563,399.084746,528.3918252,429.6931055,449.0417814,616.9717793,454.4856035
AC130827.3,0,1.027822803,0,0,1.022648722,1.063978897,1.024079934,0
AC130827.4,5.651889598,5.868139532,4.044266657,3.975645502,10.31992063,13.43858776,7.5647923,9.134819217
AC130827.5,0,0,0,0,0,0,0,0
AC130841.3,10.64939848,12.33387364,6.466066247,0,2.045297444,3.191936691,3.072239801,10.47896727
AC131065.2,985.4298997,657.1972041,1056.634239,620.8662641,758.5660984,675.6180425,753.9231004,885.3577371
AC131116.4,0,0,0,0,0,0,0,0
AC131122.2,0.887449874,1.027822803,0.92372375,0,2.045297444,0,0,0
AC131178.3,0,1.027822803,0,0,0,0,0,0
AC131592.3,0,0,0,1.118089734,0,0,0,0
AC131679.2,0,6.166936819,0,0,2.045297444,3.191936691,0,2.857900166
AC131679.3,1.774899747,1.027822803,1.847447499,1.118089734,4.090594889,3.191936691,1.024079934,0.952633389
AC131692.3,0,0,0,0,2.045297444,2.127957794,0,0
AC131692.9,0,0,0.92372375,1.118089734,1.022648722,0,0,0
AC131706.1,1.774899747,0,0,0,0,0,0,0
AC131746.2,0,0,0,0,1.022648722,1.063978897,0,0.952633389
AC131752.4,0,1.027822803,0,1.118089734,1.022648722,2.127957794,1.024079934,0
AC131773.1,0,0,0,1.118089734,0,1.063978897,1.024079934,0
AC131773.2,0.887449874,0,0,0,0,0,1.024079934,0
AC131773.3,0,0,0,1.118089734,0,0,1.024079934,0
AC131777.1,1.774899747,1.027822803,1.847447499,2.236179468,0,1.063978897,1.024079934,0.952633389
AC131791.1,1.180825922,13.47340425,7.913601322,6.664761659,1.088575394,25.73554714,15.81430123,25.3065751
AC131803.2,19.87735694,21.47092752,14.65528912,21.71606465,16.63659433,11.51519289,13.73481702,12.05863656
AC131919.2,2.662349621,0,0,0,0,0,0,3.810533554
AC131980.1,0,5.139114016,1.847447499,0,0,4.255915588,2.048159867,0.952633389
AC131992.1,111.8186841,144.9230152,70.20300497,102.8642555,112.4913594,102.1419741,102.4079934,110.5054731
AC132142.2,1.774899747,0,0,1.118089734,0,0,1.024079934,0
AC132147.1,0.887449874,0,0,3.354269202,3.067946167,4.255915588,1.024079934,0.952633389
AC132148.3,0,0,4.618618748,0,5.113243611,0,0,2.857900166
AC132229.1,0,0,0,0,0,0,0,0
AC132229.2,0,0,0,0,0,0,0,0
AC132242.1,63.48367157,95.77197889,66.97953294,138.6985847,110.8378751,103.726195,76.46417053,111.4418207
AC132271.2,0,0,0.92372375,1.118089734,0,1.063978897,0,0
AC132303.1,32.83564533,52.41896296,37.87267373,48.07785856,43.97389506,41.49517699,34.81871775,39.05796893
AC132327.8,3.549799495,4.111291213,3.694894998,5.59044867,1.022648722,0,3.072239801,2.857900166
AC132338.1,0,0,0,0,0,0,0,0
AC132432.1,0,0,0,0,1.022648722,0,0,0
AC132448.1,0.887449874,1.027822803,1.847447499,2.236179468,0,6.383873382,4.096319735,0.952633389
AC132462.4,0,0,0,0,0,0,0,0
AC132567.2,0,0.159864394,0,3.693887434,0.995116834,7.03023766,6.004567797,3.147261258
AC132584.3,0,0,0,1.118089734,0,0,0,0
AC132685.1,4.444711691,7.425707037,6.556769491,4.281856183,7.332544459,6.11194855,8.361015076,11.3801975
AC132837.2,2.355194995,1.484680141,1.634307932,0.989095994,1.477206231,3.764911645,2.717796245,1.685456614
AC132939.2,0,1.027822803,0,1.118089734,0,0,0,0
AC132939.5,0,0,0,0,0,0,0,0
AC133094.1,0,0,0,0,0,0,0,0
AC133094.10,0,0,0,0,0,0,0,0
AC133094.11,0,0,0,0,0,0,0,0
AC133094.12,0,2.055645606,0,0,0,0,0,0
AC133094.13,0,0,0,0,0,0,0,0
AC133094.14,0,0,0,0,0,0,0,0
AC133094.2,0,0,0,0,0,0,0,0
AC133094.4,0,0,0,0,0,0,0,0
AC133094.5,0,0,0,0,0,0,0,0
AC133094.6,0.887449874,0,0,0,2.045297444,1.063978897,2.048159867,0.952633389
AC133094.9,0,0,0,0,0,0,0,0
AC133096.2,1.58610303,3.006659609,0.52560343,1.998316262,2.991520914,0.60540931,5.49088912,0.542053159
AC133097.2,4.437249369,3.08346841,1.847447499,3.354269202,6.135892333,3.191936691,0,1.905266777
AC133161.1,0,0,0,0,0,0,0,0
AC133169.2,199.6762216,133.6169644,138.5585624,134.1707681,148.2840647,179.8124336,136.2026312,215.2951458
AC133187.4,0,0,0,0,0,0,0,0
AC133190.1,1.774899747,1.027822803,1.847447499,1.118089734,2.045297444,1.063978897,0,1.905266777
AC133195.2,0,0,0,0,0,0,0,0
AC133210.1,0,1.027822803,0,1.118089734,0,0,0,0.952633389
AC133499.1,0,1.027822803,3.694894998,3.354269202,3.067946167,0,7.168559536,0
AC133502.2,0,0,0,0,0,0,0,0
AC133514.1,0,0,0,0,0,0,1.024079934,0
AC133523.2,1.774899747,4.111291213,0,5.59044867,0,0,1.024079934,0
AC133523.6,0,2.055645606,0,0,3.067946167,0,0,0
AC133581.1,0,0,0,0,0,0,0,0
AC133581.2,0,1.027822803,0,0,0,0,1.024079934,0
AC133589.1,31.94819545,44.19638054,46.18618748,22.36179468,33.74740783,39.36721919,40.96319735,60.96853687
AC133601.2,0,0,0,0,0,0,0,0
AC133646.2,2.662349621,2.055645606,0.92372375,0,0,1.063978897,3.072239801,0
AC133896.3,0,0,0,0,0,0,0,0
AC133897.1,0,3.08346841,2.771171249,2.236179468,6.135892333,5.319894485,5.120399669,2.857900166
AC133902.3,10.64939848,12.33387364,4.618618748,11.18089734,10.22648722,6.383873382,13.31303914,10.47896727
AC133935.1,0,2.055645606,2.771171249,0,2.045297444,2.127957794,3.072239801,0
AC133935.2,1.774899747,1.027822803,2.771171249,1.118089734,0,1.063978897,0,1.905266777
AC133938.1,0,0,0,0,0,0,0,0
AC133954.1,2.662349621,5.139114016,2.771171249,1.118089734,4.090594889,2.127957794,2.048159867,0.952633389
AC134246.2,127.7927818,144.9230152,133.9399437,97.27380685,142.1481724,151.0850034,97.2875937,103.8370394
AC134327.1,0,0,0,0,0,0,0,0
AC134339.2,0.887449874,1.027822803,0,1.118089734,2.045297444,2.127957794,3.072239801,3.810533554
AC134339.3,2.662349621,1.027822803,0.92372375,1.118089734,1.022648722,0,1.024079934,0.952633389
AC134411.2,2.559751708,6.917498019,6.216886012,5.375011763,17.50413076,7.160837345,5.907692225,2.747766399
AC134411.3,0,3.08346841,0,2.236179468,0,0,0,2.857900166
AC134523.2,0,0,0,0,0,0,0,0
AC134533.1,0,0,0,0,0,0,0,0
AC134533.3,0,0,0,0,0,0,0,0
AC134533.6,0,0,0,0,0,0,0,0
AC134533.7,0,0,0,0,0,0,0,0
AC134545.2,0.887449874,1.027822803,2.771171249,4.472358936,0,0,1.024079934,0.952633389
AC134551.1,0,1.027822803,0,0,0,2.127957794,0,0.952633389
AC134570.1,1.086355222,3.637561695,1.215410215,0.684344354,1.136838942,1.399954068,4.575327223,1.253448721
AC134570.2,0.887449874,0,0.92372375,0,0,0,0,0
AC134581.2,45.25994356,22.61210167,46.18618748,44.72358936,66.47216695,40.43119809,55.30031642,52.39483637
AC134581.3,1.859258813,6.460044658,1.935254681,0,2.142508221,2.842099092,10.03024378,3.991644094
AC134581.4,0,0,0,0,0,0,0,0
AC134584.1,0,1.027822803,0,0,0,0,0,0.952633389
AC134613.2,0,0,0,0,0,0,0,0
AC134615.1,0.887449874,4.111291213,0,3.354269202,3.067946167,3.191936691,6.144479602,0.952633389
AC134827.2,1.774899747,0,0.92372375,0,0,5.319894485,2.048159867,0
AC134827.3,0,2.52421127,0,0,0,1.939431388,1.676679484,1.559703306
AC134838.2,0,0,0,0,0,0,0,0
AC134848.1,0,0,0,0,0,0,0,0.952633389
AC134854.2,5.324699242,4.111291213,3.694894998,3.354269202,2.045297444,6.383873382,2.048159867,2.857900166
AC135079.3,0,1.027822803,1.847447499,0,1.022648722,2.127957794,2.048159867,0
AC135079.4,0.887449874,3.08346841,0,2.236179468,1.022648722,1.063978897,4.096319735,2.857900166
AC136018.6,0,0,0,0,0,0,0,0
AC136018.8,0,0,0,0,0,0,0,0
AC136146.4,72.01195032,77.5733235,56.14830389,61.16406632,62.5573778,44.47281721,57.19079682,51.85063952
AC136453.2,0,0,0,0,0,0,0,0
AC136513.6,0,15.41734205,14.77957999,0,0,0,0,0
AC136740.1,0,0,0,0,0,0,0,0.952633389
AC137128.3,0,0,0,0,1.022648722,0,0,0
AC137152.1,0,1.027822803,0,1.118089734,0,0,0,0.952633389
AC137511.1,0.536108893,1.701410344,0,0,0,0,0,0
AC137513.1,7.09959899,12.33387364,8.313513746,7.826628138,10.22648722,21.27957794,11.26487927,10.47896727
AC137969.1,0.887449874,0,0,0,2.045297444,0,2.048159867,1.905266777
AC138109.1,0,0,0,0,1.022648722,0,0,0
AC138218.2,0,2.055645606,0,0,0,0,0,0
AC138265.1,0.887449874,1.027822803,1.847447499,0,0,0,1.024079934,1.905266777
AC138285.1,0,0,0,0,0,0,0,0
AC138299.1,5.324699242,7.194759622,2.771171249,3.354269202,1.022648722,1.063978897,1.024079934,6.66843372
AC138359.3,0,0,0,0,1.022648722,0,0,0
AC138368.1,1.774899747,1.027822803,0.92372375,3.354269202,1.022648722,2.127957794,3.072239801,3.810533554
AC138386.1,0,2.303176663,3.112202597,5.651781968,6.500943418,3.178928453,12.25688117,2.846253242
AC138587.1,0,0,0,3.73687797,1.464812208,0,0,0.7959725
AC138601.1,0.887449874,3.08346841,0,4.472358936,1.022648722,1.063978897,1.024079934,1.905266777
AC138640.3,1.881214609,0,0,0,3.251713319,2.529275914,1.08542138,2.019390504
AC138666.2,0,1.027822803,0,0,0,0,0,0
AC138741.2,0,0,0,1.118089734,0,0,0,0
AC139023.4,0,0,0,0,0,0,0,0
AC139037.2,1.774899747,1.027822803,0,1.118089734,3.067946167,3.191936691,2.048159867,0.952633389
AC139063.1,18.63644735,0,13.85585624,31.30651255,7.158541056,17.02366235,0,22.86320133
AC139063.2,48.9425578,36.33698456,20.89716681,21.05615063,36.32501624,41.90069718,16.50827667,23.73234455
AC139064.2,26.65598418,77.50797506,42.17784371,42.89239466,36.21870416,27.19332804,39.1643824,24.89661708
AC139131.1,0,1.027822803,0.92372375,1.118089734,1.022648722,0,0,0
AC139131.2,0,0,0,0,0,0,0,0
AC139131.3,0,0,0.92372375,0,2.045297444,1.063978897,0,0.952633389
AC139231.2,0,0,0.92372375,0,0,0,0,0
AC139245.3,2.662349621,2.055645606,3.694894998,2.236179468,4.090594889,2.127957794,3.072239801,0.952633389
AC139245.4,0.887449874,0,0.92372375,0,0,1.063978897,1.024079934,0
AC139571.2,3.375949865,1.113418046,0.878484847,4.56881508,1.94513004,3.035613211,2.218726954,2.914281162
AC139636.2,6.467507527,4.280291146,5.391461116,3.123586043,8.517488147,4.294261496,3.814603535,0.991792614
AC139673.3,0,1.027822803,0,0,0,0,0,0
AC139759.2,0,0,0,0,0,0,1.024079934,0.952633389
AC139846.1,0,0,0.92372375,0,0,0,0,0
AC139867.2,9.50069082,4.277093958,5.14730724,2.833769616,8.101065813,2.960377857,3.560044497,10.19852
AC140190.2,0,3.059979107,0,2.024482847,3.703342824,0,1.854262852,1.724897292
AC140205.1,0,0,0,0,0,0,0,0
AC140205.10,1.774899747,0,0,0,6.135892333,0,6.144479602,0
AC140205.2,0,0,0,0,0,0,0,0.952633389
AC140205.5,1.774899747,8.222582425,0.92372375,0,4.090594889,10.63978897,9.216719403,3.810533554
AC140205.8,0,0,0,0,0,0,0,0
AC140205.9,0,0,0,0,0,1.063978897,1.024079934,0.952633389
AC140268.2,1.774899747,0,1.847447499,1.118089734,2.045297444,1.063978897,1.024079934,0.952633389
AC140268.4,0,0,0.92372375,1.118089734,1.022648722,1.063978897,2.048159867,0
AC140283.1,0,0.928778585,0,1.237321944,0,0,0,0
AC140321.1,50.6269609,49.56215139,53.40020647,30.55295575,40.848748,42.98687941,30.52804467,44.93090423
AC140353.3,0,0,0,0,1.022648722,0,0,0
AC140364.2,0.887449874,1.027822803,0,1.118089734,0,1.063978897,1.024079934,0.952633389
AC140364.3,0,0,0,0,0,0,2.048159867,0
AC140381.2,0,1.027822803,0.92372375,0,1.022648722,0,1.024079934,3.810533554
AC140675.4,1.774899747,0,0,1.118089734,0,1.063978897,1.024079934,0
AC140675.5,0,0,0,0,0,1.063978897,0,0
AC140724.1,0,0,0,0,0,0,0,0
AC140724.2,6.164121172,3.059629212,9.165821707,4.722060899,5.073711627,4.223011858,9.145462246,9.452683009
AC140979.2,1.774899747,0,0.92372375,1.118089734,2.045297444,0,2.048159867,0
AC141209.2,0,1.027822803,0,0,0,0,0,0
AC141209.3,0,0,0,0,1.022648722,0,1.024079934,0.952633389
AC141643.2,71.88343977,23.63992447,55.42342497,38.01505095,58.29097717,20.21559904,58.37255622,64.77907043
AC141883.1,22.01932378,19.47399887,30.51911708,20.42097041,18.39809748,16.20165531,29.16867597,1.442103476
AC141896.2,1.774899747,0,0,0,6.135892333,0,0,0
AC142101.2,42.59759394,58.58589978,46.18618748,52.5502175,51.13243611,50.00700816,47.10767695,48.58430282
AC142110.3,0,0,0.92372375,0,0,0,0,0
AC142448.2,0,0,0,0,0,0,0,0
AC144480.1,0,0,0,1.118089734,0,0,1.024079934,0
AC144631.1,0,0,0,0,2.045297444,0,1.024079934,0
AC144779.1,0,11.30605083,41.56756873,19.00752548,0,40.43119809,50.17991675,9.526333886
AC144818.2,0,1.027822803,0,0,0,0,0,0.952633389
AC144905.1,0.887449874,2.055645606,0.92372375,1.118089734,0,0,1.024079934,0.952633389
AC145082.2,0.887449874,4.111291213,0,0,3.067946167,0,0,0
AC145084.1,0.887449874,1.027822803,0,2.236179468,5.113243611,1.063978897,0,0
AC145199.4,1.17444044,0,0,0,0,2.041331905,0.609549407,1.260703516
AC145748.2,2.662349621,5.139114016,1.847447499,7.826628138,6.135892333,7.447852279,4.096319735,1.905266777
AC145748.3,1.774899747,0,0,0,0,0,2.048159867,1.905266777
AC146607.3,0,2.055645606,0,0,0,3.191936691,0,0
AC146815.1,0,0,0,0,0,0,0,0
AC146980.5,0,0,0,0,0,0,0,0
AC147266.3,26.62349621,16.44516485,24.01681749,22.36179468,22.49827189,17.02366235,18.43343881,21.91056794
AC147266.4,0,2.055645606,0,2.236179468,0,0,1.024079934,0
AC147474.2,2.662349621,3.08346841,0,1.118089734,3.067946167,0,8.19263947,0
AC147632.1,0,0,0,1.118089734,0,1.063978897,0,0
AC147806.2,0,0,0,0,0,2.127957794,0,0
AC147806.3,0.454960258,2.004881089,0,0,0,0,0,0
AC147806.5,0,0,0,0,0,0,0,0
AC147806.6,0,0,0,0,1.022648722,0,0,0
AC147806.7,0,2.055645606,0,0,0,0,0,0
AC147806.8,5.324699242,2.055645606,0.92372375,3.354269202,1.022648722,1.063978897,1.024079934,2.857900166
AC147987.5,0,1.027822803,0,0,0,0,0,0
AC148001.1,0,0,0,0,0,0,0,0
AC148089.1,19.52389722,18.50081046,12.00840874,23.47988441,18.407677,18.08764125,15.36119901,16.19476761
AC148327.1,0,0,0,0,0,0,0,0
AC148986.1,0,3.08346841,0,0,1.022648722,0,0,0
AC148988.2,1.774899747,2.055645606,2.771171249,5.59044867,1.022648722,4.255915588,2.048159867,0.952633389
AC148989.5,0,0,0,0,0,0,0,0
AC149055.3,7.987048864,0,7.389789997,7.826628138,6.135892333,0,7.168559536,5.715800332
AC149057.2,0,0.901170002,0.809898487,0,6.922015383,0,0.897888345,0.835245754
AC149085.3,0,0,0.92372375,2.236179468,1.022648722,1.063978897,3.072239801,0
AC149085.5,0,1.027822803,1.847447499,2.236179468,7.158541056,1.063978897,2.048159867,0
AC149085.6,0,1.027822803,0,0,0,1.063978897,1.024079934,0.952633389
AC149086.3,0,0,0,0,0,0,0,16.19476761
AC149282.2,0,0,0,0,0,2.127957794,0,0
AC149283.3,147.316679,54.47460857,79.44024246,50.31403803,137.0349288,110.6538053,101.3839134,141.9423749
AC149603.1,8.874498737,13.36169644,12.00840874,0,13.29443339,0,9.216719403,11.43160066
AC150033.3,0,0,0,0,0,0,0,0
AC150313.1,0.887449874,1.027822803,0,1.118089734,1.022648722,3.191936691,0,0.952633389
